index,raw_response
25961,NO — This article describes synthesis and antimicrobial testing of carbosilane dendrimers and does not report any transgenerational study design or investigation of exposure effects across generations.
25962,NO — This is an acute human tissue pharmacology study of histamine and prostaglandin effects on bronchial smooth muscle and does not involve any transgenerational study design or assessment of inherited effects of exposures.
25963,"NO — This is an ecological/behavioral study of grandparental helping in Seychelles warblers, not a transgenerational exposure study and it does not report exposures or transgenerational health outcomes."
25964,NO — This is a demographic study of multigenerational household living arrangements and not a transgenerational exposure-outcome study (no transgenerational experimental or observational design assessing exposures across generations).
25965,"NO — This study describes heterologous transplantation and serial passage of human tumors in animals, not a transgenerational exposure design assessing health effects passed to subsequent biological generations."
25966,NO — This is a virology/methods paper on generating SIV-based vectors in cell culture and does not describe a transgenerational study design or exposures producing effects across generations in human or whole-animal models.
25967,NO — This is a clinical surveillance study of bacteremia cases over ten years and does not describe a transgenerational study design or transmission of exposure effects across generations.
25968,"NO — This is an evolutionary/demographic study of menopause using Gambian life-history data to test grandmother effects, not a transgenerational exposure study examining exposures and health outcomes across generations."
25969,NO — This is an in vitro immunology study of TNF-α receptor effects on human neutrophils and does not involve any transgenerational study design or assessment of exposures across generations.
25970,NO — This is a phantom CT imaging study of coronary stents with no transgenerational study design or exposure across generations.
25971,"YES — the paper compares control and third-generation shrimp lines selectively bred for survival to natural Vibrio infections, representing a multigenerational (transgenerational) study of inherited responses to an infectious exposure."
25972,NO — This is a clinical study of intraoperative monitoring during cemented total hip arthroplasty and does not involve a transgenerational study design or assessment of exposures affecting subsequent generations.
25973,NO — This is a chemistry/pharmacology paper on synthesis and structure-activity relationships of an NK-1 receptor antagonist and does not describe a transgenerational study or exposures with outcomes in subsequent generations.
25974,NO — This is repeated behavioural surveillance of seafarers (2005 and 2008) and does not use a transgenerational study design or examine exposure-induced effects across generations.
25975,"NO — This is a conceptual article on clinical psychology training and applications, not a transgenerational study of exposures or intergenerational health outcomes."
25976,"NO — This is a clinical/molecular study of HIV integrase resistance mutations and prior drug exposure in patients, not a transgenerational study and it does not examine inheritance of exposure effects across generations."
25977,NO — This is a familial/genetic analysis of congenital diaphragmatic hernia (inheritance/pedigree study) with no transgenerational exposure or exposure‑induced outcomes investigated.
25978,"NO — This is an acute physiological experiment measuring diaphragm oxidative damage in the same generation of rats (short-term tracheal banding), with no transgenerational design or assessment of effects across generations."
25979,NO — This is a biochemical review of class A beta-lactamase enzymatic properties and antibiotic resistance in bacteria and does not report a transgenerational study design or exposure effects across generations.
25980,NO — The title refers to a drug (“second generation mephedrone/NRG-1”) and gives no indication of a transgenerational study design or cross‑generational exposure/outcome assessment.
25981,NO — This review discusses immune-based therapies and vaccine strategies for HIV-1 and contains no transgenerational study design or investigation of exposure effects across generations.
25982,NO — This paper reports behavioral analysis of genetically mutated (ENU-induced) Disc1 mouse lines and backcrossing but does not investigate transgenerational transmission of exposure-related effects across generations.
25983,"NO — This is an opinion/leadership piece about developing nurse leaders and does not report a transgenerational study design, exposures, or intergenerational health outcomes."
25984,NO — The record discusses clinical treatment strategies for chronic idiopathic urticaria and contains no indication of a transgenerational study design or exposure-related intergenerational outcomes.
25985,"NO — This is a genetic/maternal‐effect study of Drosophila embryogenesis (grandchildless mutations) focusing on inheritance and polar plasm defects, not a transgenerational exposure study of health effects across generations."
25986,NO — This is a methodological auditory physiology study optimizing DPOAE stimulus settings in guinea pigs and does not involve any transgenerational design or exposures across generations.
25987,"NO — This is a conceptual/review discussion of genomic imprinting and inheritance mechanisms, not a transgenerational exposure study and it does not report any exposure/stressor or a transgenerational experimental design."
25988,NO — This paper characterizes viral clone diversity in a smallpox vaccine for vaccine development and does not describe a transgenerational study or exposure effects transmitted to subsequent generations.
25989,"NO — This is a physiological/morphological study of adrenergic innervation in rat vessels and does not involve a transgenerational study design, exposures passed to offspring, or intergenerational outcomes."
25990,"YES — This human study examines parental and grandparental history and whether parental/indirect fear exposures (seeing others frightened or warnings) predated development of phobia in offspring, indicating an intergenerational/transgenerational exposure–outcome research design rather than solely genetic inheritance."
25991,NO — This is an ecological time-series study of parasite prevalence in fish and crustacean hosts over time and does not examine transgenerational effects of an exposure across generations.
25992,"YES — This multigenerational animal study exposed pregnant F0 rats to paclitaxel and measured outcomes in F1 and F2 offspring, meeting a transgenerational/multigenerational study design."
25993,NO — This is a clinical case series of four MRSA airway infections and does not involve any transgenerational study design or examination of exposure effects across generations.
25994,"NO — This is a sociological study of intergenerational occupational mobility, not a transgenerational biological exposure study of health outcomes in humans or animals."
25995,NO — This is a familial genetic linkage study of inherited oral lichen planus across generations and does not assess any exposure or transgenerational effects of an exposure.
25996,"NO — This is a materials/chemistry/crystallography study of liquid-crystal dendrons and counterion placement, with no experiments on organisms, exposures, or any transgenerational study design."
25997,"NO — This is a genetic/breeding study describing inheritance of an autosomal dwarfism in chickens across generations, not a transgenerational study of an exposure or stressor causing health effects in subsequent generations."
25998,"NO — This is a genetic linkage study of familial FTD/ALS ancestry (inheritance) in a pedigree, not a transgenerational exposure study and it does not assess effects of an exposure across generations."
25999,"NO — This is a genetic/phenotype association study in F2 mice with inflammation induced in the offspring, not a transgenerational exposure study assessing effects transmitted from parents to subsequent generations."
26000,"YES — This review addresses environmental exposures that alter the placental epigenome and cites epidemiological evidence of health effects persisting into subsequent generations, indicating transgenerational transmission of exposure-induced epigenetic changes."
26001,"NO — This is a genetic mapping study of natural variation in sucrose intake using inbred strains and F2 hybrids, not a transgenerational exposure study and it does not examine exposure-induced effects across generations."
26002,NO — This is an atmospheric chemistry study of secondary organic aerosol formation from diesel exhaust in a smog chamber and does not involve any transgenerational biological study design or inheritance of exposures/outcomes.
26003,NO — This is a clinical case report of two patients with enoxacin-induced photosensitivity and does not describe a transgenerational study design or effects across generations.
26004,"NO — This is a structural biology study of the N-domain of human somatic ACE focused on enzyme structure and inhibitor design and contains no transgenerational study design, exposures, or inheritance outcomes."
26005,NO — This is an imaging study of intracranial tumors in children/adolescents and does not describe a transgenerational study design or any exposure leading to effects in subsequent generations.
26006,NO — This is a clinical trial of antidepressant adjunctive treatment in individuals with bipolar disorder and does not involve a transgenerational study design or assessment of exposures affecting subsequent generations.
26007,NO — This is an interview piece (occupational health nursing: the coalminer's granddaughter) and does not describe a transgenerational study design or report exposure-driven transgenerational research.
26008,"NO — this is a genetic/inheritance study documenting CSTB repeat instability across family generations (inheritance of disease), not a transgenerational study of exposures or exposure-induced effects."
26009,NO — This is a single-generation pharmacokinetic study of ceftazidime in cats with no transgenerational study design or assessment of exposures affecting subsequent generations.
26010,"NO — This is a paleontological study of Proterozoic microfossils and diagenesis, not a transgenerational study of exposures or health outcomes in humans or animals."
26011,"NO — the study tracks transgene expression and inheritance across generations in oat plants (a plant genetic/transgene silencing study), not a transgenerational exposure study in animals or humans nor reporting exposure-induced health outcomes."
26012,"NO — This is a molecular/diagnostic study of CD30 expression and soluble CD30 as a marker in embryonal carcinoma and testicular tumors, not a transgenerational study nor about inheritance of exposure-related effects."
26013,NO — This is a pharmacology/clinical review of calcimimetics for secondary hyperparathyroidism with no indication of a transgenerational study design or exposures affecting subsequent generations.
26014,NO — This paper evaluates ELISA assays for HIV antibody detection and does not describe a transgenerational study design or exposures affecting subsequent generations.
26015,NO — This is a cross-sectional study of bodily pain and mental distress in immigrant adolescents and does not employ a transgenerational study design or assess exposure effects across generations.
26016,NO — This is a population-based age–period–cohort analysis of cancer incidence trends and does not investigate transgenerational study design or effects of exposures transmitted across generations.
26017,"NO — This is a plant genetics study describing inheritance and expression of a transgene in rice across generations, not a transgenerational health study in humans or animals nor an exposure-driven health outcome investigation."
26018,"NO

This is a clinical/pharmacological summary of the antibiotic cefepime with no indication of a transgenerational study design or assessment of exposure effects across generations."
26019,"YES — The record describes hardware developed to support multigenerational growth of Drosophila melanogaster in space, indicating an animal transgenerational study design (space exposure)."
26020,NO — This study examines leukocyte and platelet counts in platelet concentrates from different cell separators and does not involve a transgenerational study design or exposures affecting subsequent generations.
26021,"YES — The study evaluates how differential parity across five generations affects tumor incidence in C3Hf mice, indicating a transgenerational whole-organism animal design."
26022,"NO — This is a peptide design and immunology study testing MHC II binding and T-cell responses (and therapeutic vaccination in CIA), not a transgenerational study of exposures or inheritance of exposure-induced effects."
26023,NO — This is a genetic QTL mapping study (granddaughter design) of milk production traits in cattle and does not investigate transgenerational effects of exposures or environmental stressors.
26024,NO — This is an imaging/diagnostic study of congenital cardiovascular anomalies in children and does not describe a transgenerational study design or effects of exposures across generations.
26025,NO — This is a methodological paper on constructing genetic linkage maps in full-sib families (apples) and does not report or investigate transgenerational exposure studies or health outcomes.
26026,NO — this is a clinical treatment trial testing danofloxacin efficacy for pneumonia in the same calves and does not study transgenerational exposure or health effects across generations.
26027,NO — This is a genetic selection study tracking SSR marker frequency across three broiler generations (fat vs. lean lines) and does not examine transgenerational effects of an exposure or stressor.
26028,"NO — This is a cross-sectional survey of children's environmental tobacco smoke exposure sources and caregiver attitudes, not a transgenerational study examining exposures or effects across generations."
26029,NO — This is a randomized clinical trial comparing secondary failure rates of sulphonylureas in diabetic patients and does not involve a transgenerational study design or cross-generation exposure effects.
26030,NO — This is a prospective clinical study of metabolic effects of olanzapine in treated patients and contains no transgenerational or multigenerational study design or assessment of effects in subsequent generations.
26031,"NO — This is a review of PI3K/Akt/mTOR inhibitors for diabetic retinopathy focused on therapeutics and disease mechanisms, with no indication of a transgenerational study design or exposure-related inheritance."
26032,"NO — This is a chemical synthesis/characterization study of zirconium enolate complexes with no biological organisms, exposures, or transgenerational study design relevant to transgenerational health."
26033,NO — This is a genetic inheritance study of the MELAS 3243A→G mitochondrial mutation across pedigrees (two generations) and does not examine transgenerational effects of an exposure/stressor.
26034,NO — This is a clinical case series on macular hole formation using OCT in individual patients and does not describe any transgenerational study design or exposures affecting subsequent generations.
26035,"NO — This is an ecological/metapopulation theory paper on dispersal and persistence of spatial populations, not a transgenerational study of exposures or inherited health outcomes in humans or animals."
26036,"NO — This is a clinical/observational discussion of intergenerational trauma using case histories (survivors and their children), not a research report employing a transgenerational study design assessing exposures across generations."
26037,NO — This is a review/discussion of epigenetics and mentions potential multigenerational effects but does not report or describe an actual transgenerational study design or empirical transgenerational exposure research.
26038,"NO — This is a review on transportation and aging focused on older driver safety and mobility, with no transgenerational study design or investigation of exposures producing health effects across generations."
26039,"NO — This is a familial case report of inherited IgA nephropathy and deafness across generations, not a transgenerational study of an exposure causing health effects in descendant generations."
26040,NO — This is a cross-sectional household survey of elderly health in São Paulo and does not describe a transgenerational study design or assess exposures transmitted across generations.
26041,"NO — This is a genetic epidemiology/case-control study of familial aggregation and inheritance of Rett syndrome (pedigree analysis), with no transgenerational exposure/stressor design or investigation of exposure-induced effects across generations."
26042,"NO — This is a clinical/drug review of cefpirome’s antibacterial activity and efficacy, with no transgenerational study design or intergenerational exposure/outcome assessment reported."
26043,NO — This is a clinical study of HCV infection and virological markers in hemodialysis patients and does not involve a transgenerational study design or assessment of exposure effects across generations.
26044,"NO — This is a device validation study of electrical impedance tomography in 13 volunteers and does not involve a transgenerational study design, exposures across generations, or offspring outcomes."
26045,"NO — This is a family genetic study of hereditary Turcot syndrome reporting PMS2 mutations and disease inheritance, not a transgenerational study of exposure effects (no exposure/stressor examined)."
26046,"NO — This is a social gerontology study testing a model of intergenerational family solidarity (affection, association, consensus) and does not involve a transgenerational exposure/design in humans or animals linking parental exposure to offspring health outcomes."
26047,NO — This study reports direct effects of haloperidol on NMDA receptor composition in treated rats and does not assess transgenerational or inherited outcomes in offspring.
26048,NO — This article discusses clinical antibiotic treatment and management of nosocomial pneumonia in patients and does not describe a transgenerational study design or multigenerational exposure outcomes.
26049,"NO — This is a single-patient case report of melanoma treatment describing tumor morphology and CDKI expression changes after a BRAF inhibitor, with no transgenerational study design or inherited/exposure effects across generations."
26050,NO — This is a behavioral/cultural inheritance study of migratory site fidelity in geese and does not assess transgenerational effects of an exposure or any health outcomes.
26051,NO — This is a familial aggregation/genetic risk study of oesophageal cancer across generations and does not evaluate transgenerational exposure effects or use a transgenerational exposure study design (no exposures/stressors across generations are assessed).
26052,"NO — This is a case series about familial/genetic Peutz-Jeghers syndrome and does not report a transgenerational study of exposure-related effects (it focuses on inherited disease, not exposure-driven transgenerational outcomes)."
26053,NO — This is a review of anti-angiogenic therapies in cancer (tumor vasculature and VEGF-targeting agents) and does not describe any transgenerational study design or cross-generational exposure effects.
26054,"YES — Experimental infection was tracked across two tick generations with demonstrated transovarial/transstadial transmission of Rickettsia parkeri (a transgenerational animal study), with follow-up exposure of guinea pigs."
26055,NO — This is a cross-sectional survey of individual mental/physical symptom associations by immigration generation (first- vs third-generation status) and does not examine transgenerational exposure effects or inheritance across generations.
26056,NO — This is an acute pharmacological experiment in juvenile rats (vitamin A-induced bone resorption and bisphosphonate treatment) with no indication of a transgenerational study design or assessment of effects across generations.
26057,NO — This study compares gastric emptying in familial versus sporadic Parkinson disease but does not assess transgenerational effects of an exposure or use a transgenerational study design (it only reports familial disease presence).
26058,NO — This is a review of antipsychotic drug efficacy and neuroprotective mechanisms in preclinical and clinical studies and contains no indication of a transgenerational study design or cross‑generational exposure outcomes.
26059,"NO — Study examines transgenerational epigenetic inheritance in Arabidopsis (a plant), not in humans or animals, so it does not meet the inclusion criterion requiring human or animal whole-organism research."
26060,NO — This is a diagnostic assay comparison study of anti-HCV ELISAs in human samples and does not involve any transgenerational study design or exposure across generations.
26061,"NO — This is a survey of caregiver attitudes and placement strategies for orphaned/vulnerable children and does not describe a transgenerational study design, exposures, or intergenerational biological health outcomes."
26062,"NO — This is a review of peptide HIV-1 fusion inhibitors and drug development, not a transgenerational study nor does it examine exposure-induced effects across generations."
26063,NO — This is a single-case clinical report about hip prosthesis failure due to implant wear and not a transgenerational study of exposures or inherited health effects.
26064,NO — This is a review of mTOR catalytic inhibitors for cancer therapy and does not describe any transgenerational study design or exposures producing health effects across generations.
26065,NO — This is a biomechanical/orthopedic study comparing fixation methods in osteoporotic femurs (composite and cadaveric) and does not use a transgenerational design or investigate inheritance of exposure-related effects.
26066,"NO — This is a genetic/familial study describing inherited PFK-M mutations causing Tarui disease across generations, with no transgenerational exposure design or environmental/stressor exposure reported."
26067,NO — This is an NIRS study of frontal lobe function in schizophrenia in patients versus controls and does not involve a transgenerational study design or exposures leading to effects in subsequent generations.
26068,"YES — Animal study assessing somatic cell cloning as an exposure and reporting health outcomes in cloned cattle and their sexually produced offspring, examining transmission of effects to the next generation."
26069,"NO — This is a clinical/genetic report of inherited Bethlem myopathy across three generations due to a COL6A1 mutation, not a transgenerational study of exposure-induced effects."
26070,NO — This is an observational study of genetic variation among age-classes in mangrove trees (plants) and does not use a transgenerational exposure study design in humans/animals or assess inheritance of exposure-related health outcomes across generations.
26071,NO — This is a clinical case report about treatment of Pseudomonas aeruginosa meningitis and does not describe a transgenerational study or exposures with health effects in subsequent generations.
26072,NO — This is an acute pharmacological behavioral study in rats assessing effects of H1 antagonists on active avoidance memory and does not involve a transgenerational study design or exposures across generations.
26073,"NO — This is a plant molecular genetics study mapping DcMaster transposon insertion sites and segregation in carrot F2 progeny, not a transgenerational exposure study in humans/animals nor an investigation of exposure-induced health outcomes."
26074,NO — This is a family report of maternally inherited mitochondrial T8993G mutation (genetic disease inheritance) and does not investigate transgenerational effects of an exposure.
26075,"NO — this is an ecological population-genetics study of Helicoverpa armigera migration and resistance gene flow, not a transgenerational exposure study assessing exposure-induced health effects across generations."
26076,NO — This meta-analysis examines metabolic side effects of second‑generation antipsychotics in treated patients and contains no transgenerational study design or outcomes in subsequent generations.
26077,"NO — This is a qualitative study of empowerment interventions in adult home care settings and does not describe a transgenerational study design, exposures, or inheritance across generations."
26078,"NO — This is a descriptive anatomical/physiological study of spermatogenesis in Tatera indica with no transgenerational study design, exposures, or assessment of effects across generations."
26079,"YES — Study reports multigenerational Zn exposure in the whole-organism model Daphnia magna across F0–F2 and assesses gene transcription and fitness outcomes across generations, meeting the transgenerational study-design inclusion."
26080,NO — This is a single-patient case report of antiviral treatment for chronic hepatitis B and does not describe a transgenerational study design or intergenerational exposure/outcome.
26081,"NO — This is a qualitative study of family stories and risk perception in suspected hereditary breast/ovarian cancer families (genetic counseling context), not a transgenerational exposure study reporting effects of exposures across generations."
26082,"NO — This is a laboratory methods paper describing a multiplex PCR technique for genotyping and does not report a transgenerational study design, exposures, or outcomes across generations."
26083,NO — This is a familial inheritance/clinical description across four generations of idiopathic hypertrophic subvalvular stenosis with no indication of an exposure-driven transgenerational study design.
26084,NO — This is a Phase I safety/immunogenicity trial of a smallpox vaccine in adult subjects and does not involve a transgenerational study design or report outcomes in subsequent generations.
26085,"NO — This is a materials/chemistry study on synthesis and photochemical behavior of azobenzene-containing dendrimers, not a transgenerational study of exposures in humans or animals."
26086,"NO — This is a QTL mapping study in an F2 intercross examining genetic determinants of acute stress responses in pigs, not a transgenerational exposure study assessing effects transmitted across generations."
26087,NO — This is a clinical review of valacyclovir antiviral treatment for herpes infections and does not report a transgenerational study design or examine exposure-driven effects across generations.
26088,"NO — This is a cross-sectional seroprevalence study of hepatitis B infection in children/adolescents (focused on migration status), not a transgenerational study and does not examine exposure effects transmitted across generations."
26089,"NO — This is a fetal lamb physiological study of pulmonary soluble guanylate cyclase distribution and NO responsiveness, not a transgenerational exposure study and contains no multi‑generational design or exposure inheritance data."
26090,"NO — This is a familial case follow-up of inherited Treacher-Collins syndrome across three generations describing genetic/phenotypic inheritance, with no exposure or transgenerational exposure study design reported."
26091,NO — This is a clinical study of prior fluoroquinolone use and bacterial antibiotic susceptibility in keratitis patients and does not use a transgenerational/multigenerational study design or assess health effects in subsequent generations.
26092,"NO — This is a qualitative study of vaginal douching practices comparing mothers and daughters (behavioral/intergenerational reporting), not a transgenerational exposure study assessing health effects across generations."
26093,"YES — Pregnant rats (F0) were exposed to 2.14 GHz EMF during gestation and lactation and outcomes were assessed in the F1 and F2 offspring, indicating a multigenerational/transgenerational study design."
26094,NO — This is a descriptive study of the gut microbiome in individual moose and does not use a transgenerational study design or examine exposures producing health effects in subsequent generations.
26095,NO — This is a pharmacology/clinical efficacy report on desloratadine with no indication of a transgenerational study design or assessment of exposure effects across generations.
26096,"NO — This is a hospital case-control study of risk factors for CTX-M–producing E. coli in patients (antibiotic exposure and co-resistance), not a transgenerational study and does not examine inheritance of exposure-related health effects across generations."
26097,"NO — This is a genetic inheritance study of a spontaneous mutation (duper) across breeding generations, not a transgenerational study of an exposure or exposure-induced health effects."
26098,"NO — This is a methodological paper describing fluorescent stains (Fluoro-Jade) for detecting toxicant-induced neuronal degeneration in tissue, with no transgenerational study design or assessment of effects across generations."
26099,NO — This paper reports mtDNA sequence variation and maternal inheritance across four generations but does not examine exposure-induced or transgenerational health effects (no exposure/stressor or exposure-related outcomes assessed).
26100,"NO — This is a computational evolutionary model predicting changes in bone traits across generations due to shifts in subsistence/loading, not an empirical transgenerational study in humans or animals reporting exposure-induced outcomes across generations."
26101,"NO — This is a survival comparison by place of birth/acculturation among breast cancer patients and does not examine parental or ancestral exposures or transmission of exposure effects across generations, so it is not a transgenerational study."
26102,NO — This is a cross-sectional instrument-development/validation study of elderly health in Korea and does not involve a transgenerational study design or exposures passed to subsequent generations.
26103,"NO — This is a familial genetic linkage study of hereditary hyperparathyroidism and jaw fibromas (HRPT2) focused on inherited disease, not a transgenerational study of exposure-induced effects, and it does not report exposures as the cause."
26104,NO — The record is a general review of environmental/occupational toxicant exposures and genotoxicity in developing countries and does not report a transgenerational study design or multi‑generation exposure/outcome data.
26105,"NO — This is an observational study of persistent social/behavioral traditions in meerkat groups, not a transgenerational exposure study (it does not assess an exposure causing health or biological outcomes across generations)."
26106,NO — This study examines prescribing patterns of oral contraceptives in teenage patients and does not use a transgenerational design nor assess exposures affecting subsequent generations.
26107,"NO — This study examines ethnic segmentation and intra-/intergenerational social mobility in the Austrian labour market, not a biological transgenerational study of exposures and health outcomes."
26108,NO — This study concerns antibiotic susceptibility of bacterial strains and does not report a transgenerational study design or exposures producing health outcomes across generations.
26109,"NO — This is a microbiology study of Streptomyces (bacterial) developmental changes and a UV-induced variant, not a transgenerational study in humans or animals assessing exposure effects across generations."
26110,"NO — This is a computational materials/chemistry study of dendronized polymer secondary structures, not a transgenerational study in humans or animals and contains no exposure–offspring health data."
26111,NO — This study reports acute immune (PMN chemiluminescence) responses in infected rats and guinea pigs and contains no transgenerational design or assessment of effects in offspring or subsequent generations.
26112,"NO — This is a neurophysiology study of face-processing in primate cortex (single-neuron recordings in macaques) with no transgenerational study design, exposures, or intergenerational health outcomes described."
26113,NO — This article reviews cellular mechanisms of tumor drug resistance and pharmacological inhibitors (ABC transporters) and does not describe a transgenerational study design or exposures producing effects in subsequent generations.
26114,"NO — This is a plant genetics study of floral primordia initiation in Cestrum hybrids, not a human or animal transgenerational study of exposures or health outcomes."
26115,YES — The study documents a transgenerational design in animals: laboratory rearing on potato sprouts (an environmental exposure) led to progressive changes in pheromone component production across successive generations of Planococcus ficus.
26116,NO — This is a cohort study of antipsychotic drug exposure and mortality in the same patients (not across generations) and does not use a transgenerational study design or assess effects in subsequent generations.
26117,"YES — Animal study showing transgenerational effects (2–3 preceding generations, and 3rd–4th generation observations) of neonatal thymectomy on offspring lymphocyte levels and survival, indicating a transgenerational study design."
26118,NO — This is a familial/genetic case series describing inherited porokeratosis across three generations with no exposure or transgenerational exposure study design reported.
26119,NO — This is a pharmacokinetic/metabolism study of 99mTc complexes in blood and does not use a transgenerational study design or examine inheritance of exposure effects.
26120,NO — This is a clinical review/meta-analysis of zofenopril-induced cough in treated patients and does not involve a transgenerational study design or examine offspring/next-generation health effects.
26121,NO — This is a genetic familial inheritance study of cavernous malformations (autosomal dominant) across generations and does not investigate transgenerational effects of an exposure or stressor.
26122,NO — This article discusses photosensitizers and photodynamic therapy for cutaneous disease and does not report or describe any transgenerational study design or intergenerational health effects of exposures.
26123,"NO — This is a diagnostic accuracy study of computer-aided detection for pulmonary embolism on CT and does not involve any transgenerational study design, exposures, or inheritance across generations."
26124,"NO — This is an ethical review of molecular medicine topics for surgeons (privacy, stem cells, gene therapy, conflicts of interest) and does not report any transgenerational study design or exposures with transgenerational health outcomes."
26125,"YES — This review discusses maternal dietary exposures inducing altered epigenetic regulation in offspring and the intergenerational/transmission of epigenetic and phenotypic traits in animal models and human cohorts, making it relevant to transgenerational health effects."
26126,NO — This is a retrospective surveillance study of quinolone-resistant Neisseria gonorrhoeae infections and does not use a transgenerational study design nor examine exposure-induced effects passed to subsequent generations.
26127,NO — This record is a clinical discussion of antibiotic treatments for childhood meningitis and contains no transgenerational study design or exposure-to-offspring outcomes.
26128,"NO — This is a genetic linkage/mapping study using intercross progeny to test allelism of the fa mutation and CRF, not a transgenerational exposure study and contains no exposure-driven transgenerational design."
26129,NO — This is a phase II clinical trial of oxaliplatin in pediatric cancer patients and does not involve a transgenerational study design or examine transmission of exposure effects across generations.
26130,NO — This is a population study of reproductive fitness and genetic selection in psychiatric disorders (patients vs siblings) and does not describe a transgenerational exposure study or exposure-induced outcomes in subsequent generations.
26131,NO — This paper reports acute and chronic effects of antipsychotics on gene expression in treated brains and does not involve a transgenerational study design or outcomes in subsequent generations.
26132,NO — This is a plant (wheat) study of gene expression stability in allohexaploids and does not describe a transgenerational exposure study in humans or animals nor report exposures/stressors relevant to transgenerational health effects.
26133,"NO — This is a family genetic/pedigree report describing autosomal dominant inheritance of eye anomalies across three generations, with no exposure or transgenerational exposure study design."
26134,NO — This is a clinical/ pharmacology article about fourth-generation cephalosporins and does not describe a transgenerational study design or exposures producing effects across generations.
26135,NO — This article models population-level effects of ozone depletion on skin cancer risk and does not report a transgenerational (multigenerational) study design or inheritance of exposure effects.
26136,"NO — This is a materials/chemistry study on dendrimer-functionalized coordination polymers and surface linking of PAMAM dendrimers, with no biological exposure, organismal subjects, or transgenerational study design described."
26137,NO — This is a genetic inheritance case report/analysis of COL7A1 mutations in dystrophic epidermolysis bullosa and does not involve a transgenerational study design of exposure-induced effects (no exposure/stressor examined).
26138,NO — This is a descriptive study of psychotropic prescription rates across ethnic groups (including first- and second-generation immigrants) and does not examine transgenerational transmission of exposure effects or use a transgenerational study design.
26139,"NO — This is a perspective on hospital environmental practices and advocacy in operating rooms, not a transgenerational research study reporting exposures and health outcomes across generations."
26140,"NO — This is a genetic/breeding study of inherited diabetes in BB/W rats describing inheritance and penetrance, not a transgenerational study of exposure-induced effects."
26141,"YES — The study measured heat tolerance and acclimation after rearing aphids for one and three generations at different temperatures, indicating a transgenerational (multi-generation) whole-organism experimental design."
26142,NO — This is a pharmacovigilance review of adverse drug reactions in individuals exposed to first- and second-generation antidepressants and does not report a transgenerational study design or effects across generations.
26143,"NO — This is a rehabilitation/clinical device study of vibrotactile feedback for balance in individuals and does not involve a transgenerational study design, exposures passed to subsequent generations, or heritable effects."
26144,"YES — The study examines rats reared in cold for successive generations, indicating a transgenerational animal exposure design assessing effects (non-shivering thermogenesis) across generations."
26145,"NO — This is a familial genetic study of autosomal-dominant cherubism reporting inheritance across generations, not a transgenerational exposure study and contains no exposure/stressor assessment."
26146,NO — This article describes a network meta-analysis of antidepressant benefit-risk in clinical trials and does not involve any transgenerational study design or exposures passed to subsequent generations.
26147,NO — This is a network meta-analysis of randomized trials comparing endometrial ablation techniques for heavy menstrual bleeding and does not involve a transgenerational study design or exposures affecting subsequent generations.
26148,"NO — This is a clinical overview of PTSD in adolescents assessing psychotherapy and individual cases that only mentions ""trans-generational trauma"" conceptually and does not report a transgenerational study design or data on intergenerational effects."
26149,"NO — This is a synthetic chemistry methods paper describing a cobalt catalyst for formation of trans-THF rings and contains no transgenerational study design, exposure, or human/animal outcomes."
26150,NO — Case report of familial pigmentary dystrophy describing genetic transmission (father to son) with no exposure or transgenerational exposure study design described.
26151,NO — This is a cross-sectional study of antibiotic prescribing for acute dental conditions in patients and does not involve a transgenerational study design or assessment of effects across generations.
26152,"NO — This is a plant transgenic study reporting inheritance of an introduced amiRNA conferring virus resistance across T1/T2 generations, not a transgenerational exposure study in humans or animals nor an exposure-driven inheritance of health effects."
26153,"NO — This paper addresses landfill waste management and leachate treatment, not a transgenerational biological study of exposures or health outcomes in humans or animals."
26154,"NO — This is an engineering study of a wastewater treatment system with no transgenerational study design, exposures in organisms, or inheritance outcomes reported."
26155,NO — This is a clinical treatment trial of interferon-alpha in patients with chronic hepatitis C and does not report a transgenerational study design or effects on subsequent generations.
26156,NO — The title refers to a lithotripsy device/technique (second-generation extracorporeal shock wave lithotripsy) and does not indicate a transgenerational study design or exposure-related outcomes in subsequent generations.
26157,"NO — This is an analytical mass-spectrometry study of guanosine gas-phase fragmentation and reactions, not a transgenerational exposure study and contains no information on exposures or health outcomes across generations."
26158,NO — This is a single-patient case report of voriconazole-induced phototoxicity in a child and does not report a transgenerational study design or exposure effects transmitted to subsequent generations.
26159,NO — This is an economic review of antimicrobial therapy for COPD exacerbations and does not describe a transgenerational study design or exposures affecting subsequent generations.
26160,NO — This article discusses pharmacologic treatment of acute bipolar mania and antipsychotic efficacy/side effects and does not involve a transgenerational study design or exposures transmitted across generations.
26161,NO — This is a cross-sectional seroprevalence study of blood-borne infections in forensic autopsy cases and does not assess transgenerational transmission or health effects in subsequent generations.
26162,NO — This is a historical/academic discussion of medical history and TCM in a geographic region and does not describe any transgenerational study design or research on exposures causing health effects in subsequent generations.
26163,NO — This is a pharmacokinetic/time-of-day dosing study of ceftazidime in dogs and does not involve a transgenerational or multi‑generation experimental design or outcomes.
26164,"NO — This is a plant molecular genetics study of LFY paralogs and transgene phenotypes across generations, not a transgenerational exposure study of health outcomes in animals or humans."
26165,NO — This is a clinical review of the antiretroviral drug rilpivirine for HIV treatment and does not report a transgenerational study design or transgenerational exposure outcomes.
