,IO_id,Person to screen,NCT Number,Study Title,Brief Summary,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Primary Completion Date,First Posted,Last Update Posted,Locations,Study URL,Medtech (y/n)?,Generative AI (y/n)?,Column1,Column2,Robotic?,"Include?
",Randomise column,Query,2nd review for queries ,2nd reviewer ,Include (y/n)? BG,Include (y/n)? IF,Include (y/n)? KT,Include (y/n)?  KL,Comments (KL),label,tiabs
877,879,KL,NCT05942885,Hypnosis: a Path to Appeasement,"Hypnosis is a technique allowing the patient to focus his mental attention on a thought or a sensation, with the aim of reducing or modulating the intensity of a negative feeling or an ordeal encountered during the course of treatment. This tool can be used when patients are faced with chronic disorders (pain, anxiety, ...) or iatrogenic effects (nausea, asthenia, ...).

The patient is referred to hypnosis care by the doctor, psychologist or paramedics who follow him, when they detect a need.

Several scientific studies have shown the effectiveness of hypnosis in improving the quality of life of patients with breast cancer and in reducing pain during invasive procedures. On the other hand, in hematology, no research has measured the evolution of anxiety, over time, in patients receiving hypnotherapy.",RECRUITING,NO,Hematologic Cancer,OTHER: anxiety questionnaire,Hospices Civils de Lyon,,,50.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,69HCL23_0336,30/04/2025,12/07/2023,13/11/2023,"Service MB1 - HÃ´pital Lyon Sud - HCL, Lyon, Pierre-BÃ©nite, 69495, France",https://clinicaltrials.gov/study/NCT05942885,,,,,,n,0.466916271,,,,,,,,,0,"Hypnosis: a Path to Appeasement Hypnosis is a technique allowing the patient to focus his mental attention on a thought or a sensation, with the aim of reducing or modulating the intensity of a negative feeling or an ordeal encountered during the course of treatment. This tool can be used when patients are faced with chronic disorders (pain, anxiety, ...) or iatrogenic effects (nausea, asthenia, ...). The patient is referred to hypnosis care by the doctor, psychologist or paramedics who follow him, when they detect a need. Several scientific studies have shown the effectiveness of hypnosis in improving the quality of life of patients with breast cancer and in reducing pain during invasive procedures. On the other hand, in hematology, no research has measured the evolution of anxiety, over time, in patients receiving hypnotherapy."
878,880,KL,NCT05046236,Interactive POWER Rehabilitation System on Rehabilitation Training for Patients With Parkinson's Disease,"In the previous studies, progressive resistance training (PRT) has significantly improved the muscle strength and disease severity of Parkinson's disease. However, there is currently no consensus on the impact of PRT on physical function such as balance and walking ability for Parkinson's patients. Therefore, this study focuses on developing a visual feedback system added to the original POWER rehabilitation system, and to investigate whether the training through this ""interactive POWER rehabilitation system"" can produce the clinical benefits, as well as improving the daily life of patients with Parkinson's disease.",UNKNOWN,NO,Parkinson Disease,OTHER: Interactive POWER rehabilitation|OTHER: Conventical physical training,"Taipei Veterans General Hospital, Taiwan",Far Eastern Memorial Hospital,,100.0,OTHER_GOV,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-05-004A,30/06/2022,16/09/2021,04/04/2022,"Far Eastern memorial hospital, New Taipei City, 220, Taiwan|Taipei Veterans General Hospital, New Taipei City, Taiwan",https://clinicaltrials.gov/study/NCT05046236,,no,,,,n,0.209178812,,,,,,,,,0,"Interactive POWER Rehabilitation System on Rehabilitation Training for Patients With Parkinson's Disease In the previous studies, progressive resistance training (PRT) has significantly improved the muscle strength and disease severity of Parkinson's disease. However, there is currently no consensus on the impact of PRT on physical function such as balance and walking ability for Parkinson's patients. Therefore, this study focuses on developing a visual feedback system added to the original POWER rehabilitation system, and to investigate whether the training through this ""interactive POWER rehabilitation system"" can produce the clinical benefits, as well as improving the daily life of patients with Parkinson's disease."
879,881,KL,NCT06376565,Improving Colonoscopy Surveillance for Patients with High Risk Colon Polyps,"This clinical trial tests a multilevel intervention at the clinic, provider and patient levels, to improve colonoscopy surveillance in patients with high risk colon polyps. Colorectal cancer (CRC) is a common and deadly disease that is largely preventable through the detection and removal of colorectal polyps. One million Americans are diagnosed with high risk polyps of the colon or rectum annually and are at increased risk for CRC; however, uptake of recommended repeat colonoscopy in 3 years to reduce CRC risk is low in this group. This multilevel intervention may work to improve timely colonoscopy screening for patients with high risk colon polyps.",RECRUITING,NO,Colorectal Carcinoma,OTHER: Best Practice|OTHER: Communication Intervention|OTHER: Communication Intervention|OTHER: Communication Intervention|OTHER: Interview|OTHER: Interview,Jonsson Comprehensive Cancer Center,National Cancer Institute (NCI),,1680.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,22-000647|NCI-2024-02090|R01CA271034,30/11/2027,19/04/2024,30/10/2024,"UCLA / Jonsson Comprehensive Cancer Center, Los Angeles, California, 90095, United States",https://clinicaltrials.gov/study/NCT06376565,,,,,,n,0.195513922,,,,,,,,,0,"Improving Colonoscopy Surveillance for Patients with High Risk Colon Polyps This clinical trial tests a multilevel intervention at the clinic, provider and patient levels, to improve colonoscopy surveillance in patients with high risk colon polyps. Colorectal cancer (CRC) is a common and deadly disease that is largely preventable through the detection and removal of colorectal polyps. One million Americans are diagnosed with high risk polyps of the colon or rectum annually and are at increased risk for CRC; however, uptake of recommended repeat colonoscopy in 3 years to reduce CRC risk is low in this group. This multilevel intervention may work to improve timely colonoscopy screening for patients with high risk colon polyps."
880,882,KL,NCT05869058,DCNN Developed for Detection and Assessing the Perfusion of PTG,"Since the anatomical location and appearance of the parathyroid gland (PTG) vary, detection of the PTG and preserving the blood supply are among the difficulties encountered during a thyroidectomy procedure. We are planning to train a deep convolutional neural network based on a larger sample of endoscopic images to develop a model to assist surgeons in detection of PTG during endoscopic thyroidectomy. Furthermore, we would like to train a DCNN to predict blood perfusion based on endoscopic images comparing to indocyanine green fluorescence angiography as reference standard, and assess the performance of DCNN in predicting postoperative hypoparathyroidism.",RECRUITING,NO,Thyroidectomy,DIAGNOSTIC_TEST: a deep convolutional neural network,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,,300.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,SYSKY-2022-177-01,2026-04,22/05/2023,18/06/2023,"Sun Yat-sen Memorial Hospital, Guangzhou, Guangdong, 510000, China",https://clinicaltrials.gov/study/NCT05869058,,,,,,n,0.437026411,,,,,,,,Predictive AI,0,"DCNN Developed for Detection and Assessing the Perfusion of PTG Since the anatomical location and appearance of the parathyroid gland (PTG) vary, detection of the PTG and preserving the blood supply are among the difficulties encountered during a thyroidectomy procedure. We are planning to train a deep convolutional neural network based on a larger sample of endoscopic images to develop a model to assist surgeons in detection of PTG during endoscopic thyroidectomy. Furthermore, we would like to train a DCNN to predict blood perfusion based on endoscopic images comparing to indocyanine green fluorescence angiography as reference standard, and assess the performance of DCNN in predicting postoperative hypoparathyroidism."
881,883,KL,NCT04868929,The Brain Activation During Different Motor Patterns in Healthy Adults,"This study aims to investigate the brain activation during different motor patterns, including motor execution (ME), motor imagery (MI), action observation (AO) and mirror visual feedback (MVF). In addition, the relations between brain activation and motor performance will also be explored. This study includes two parts, which are upper limb and lower limb part. While executing all the tasks, brain activation in primary motor cortex(M1), premotor cortex(PMC), and supplementary motor cortex(SMA) will be monitored by functional near-infrared spectroscopy. One-way ANOVA with repeated measure will be used to detect the differences of brain activation level between each mode. Pearson correlation coefficient will be used to determine the relations of brain activation and motor performance.",COMPLETED,NO,Neurosciences,,National Taiwan University Hospital,,,43.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,202102037RINA,07/08/2022,03/05/2021,22/02/2023,"National Taiwan University Hospital, Taipei, Taiwan",https://clinicaltrials.gov/study/NCT04868929,,,,,,n,0.950718344,,,,,,,,,0,"The Brain Activation During Different Motor Patterns in Healthy Adults This study aims to investigate the brain activation during different motor patterns, including motor execution (ME), motor imagery (MI), action observation (AO) and mirror visual feedback (MVF). In addition, the relations between brain activation and motor performance will also be explored. This study includes two parts, which are upper limb and lower limb part. While executing all the tasks, brain activation in primary motor cortex(M1), premotor cortex(PMC), and supplementary motor cortex(SMA) will be monitored by functional near-infrared spectroscopy. One-way ANOVA with repeated measure will be used to detect the differences of brain activation level between each mode. Pearson correlation coefficient will be used to determine the relations of brain activation and motor performance."
882,884,KL,NCT04786925,Precision Nutrition Strategies for Improving the Quality of Life of Pre-senior and Senior Populations,"The number and proportion of people aged 60 years old and over is increasing worldwide. Ageing is characterized by a progressive loss of physiological integrity, leading to impaired function and increased vulnerability to death. This deterioration is the primary risk factor for major chronic diseases including diabetes, cardiovascular disease, and neurodegenerative disorders.

The incidence of chronic conditions frequently rises sharply with age, after long exposure to unhealthful lifestyles involving the consumption of unhealthy diets and physical inactivity. Consequently, integrated dietary strategies and actions are required to promote healthy ageing and target major causes of morbidity and mortality in senior populations.

The promising field of precision nutrition is rising as a therapeutic approach that aims to design tailored dietary interventions to prevent and manage chronic diseases. Indeed, precision nutrition approaches contemplate the interindividual heterogeneity caused by genetic/epigenetic dissimilarities, individual facets such as age and gender, the lifestyle and environmental exposome diversity, microbiome variations, and singular behavioral/psychological features.

On the other hand, the inclusion of potentially bioactive compounds and functional foods as promoters of healthy aging within personalised dietary patterns could be an effective strategy to delay the aging process and age-related chronic diseases.

One of the main limitations of a dietary prescription is the lack of compliance, due to the complexity of the prescription itself and/or the lack of commitment of the individual. The inclusion of digital tools to empower and motivate individuals and to support them in the management of the dietary strategy could overcome this limitation.

With this background, the general objective of this investigation is to design precision nutritional strategies based on the inclusion of functional foods and digital tools for preventing age-related chronic diseases in pre-senior and senior populations. Additionally, this study proposes alternative tools for cognitive assessments increasing the accessibility to cognitive assessment tools for this population as well as an innovative digital tool for cognitive stimulation which is personalized, monitored, and evidence-based.",COMPLETED,NO,Overweight or Obesity,OTHER: Control diet|OTHER: Nutriprecision diet,"Clinica Universidad de Navarra, Universidad de Navarra",,,126.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,NUTRIPRECISION,23/12/2020,08/03/2021,08/03/2021,"Centre for Nutrition Research, University of Navarra, Pamplona, Navarra, 31008, Spain",https://clinicaltrials.gov/study/NCT04786925,,,,,,n,0.604316666,,,,,,,,,0,"Precision Nutrition Strategies for Improving the Quality of Life of Pre-senior and Senior Populations The number and proportion of people aged 60 years old and over is increasing worldwide. Ageing is characterized by a progressive loss of physiological integrity, leading to impaired function and increased vulnerability to death. This deterioration is the primary risk factor for major chronic diseases including diabetes, cardiovascular disease, and neurodegenerative disorders. The incidence of chronic conditions frequently rises sharply with age, after long exposure to unhealthful lifestyles involving the consumption of unhealthy diets and physical inactivity. Consequently, integrated dietary strategies and actions are required to promote healthy ageing and target major causes of morbidity and mortality in senior populations. The promising field of precision nutrition is rising as a therapeutic approach that aims to design tailored dietary interventions to prevent and manage chronic diseases. Indeed, precision nutrition approaches contemplate the interindividual heterogeneity caused by genetic/epigenetic dissimilarities, individual facets such as age and gender, the lifestyle and environmental exposome diversity, microbiome variations, and singular behavioral/psychological features. On the other hand, the inclusion of potentially bioactive compounds and functional foods as promoters of healthy aging within personalised dietary patterns could be an effective strategy to delay the aging process and age-related chronic diseases. One of the main limitations of a dietary prescription is the lack of compliance, due to the complexity of the prescription itself and/or the lack of commitment of the individual. The inclusion of digital tools to empower and motivate individuals and to support them in the management of the dietary strategy could overcome this limitation. With this background, the general objective of this investigation is to design precision nutritional str"
883,885,KL,NCT05837715,Effects of Cervical Stabilization Exercises and Vibration Application in Individuals With Parkinson's Disease,"Parkinson's disease (PD) is the second most common neurodegenerative disease that causes a progressive decrease in motor functions, which is caused by the influence of dopaminergic pathways in the substantia nigra (SN). Motor and non-motor symptoms seen in PD seriously affect patients negatively.

Proprioception, which is one of the deep senses, is known to help maintain body verticalization in the sense of posture and movement and has a primary importance in the regulation of motor activities. Depending on the progression of the disease, flexion of the body is triggered as a result of the deterioration of proprioception over time. It is suggested that the losses in proprioception may result from the inability to properly regulate motor control and body reflexes. Therefore, the assessment of proprioception plays an important role in assessing changes in postural instability, gait and fall risk.

It is said that while peripheral muscle feedback is preserved in Parkinson's patients, there is deterioration in integration in the central. Changes in the supraspinal processing of proprioceptive input in PD have been demonstrated by analyzing the effect of mechanical vibration applied to the tendon of a stretched muscle during voluntary movements. Vibrator stimulation activates muscle spindle afferents, particularly primary endings. It is also stated that muscle feedback is not only related to the movement performed, but also to the response induced by vibration.

In line with this information, vibration applications have been added to the treatment of PD in recent years with the aim of stimulating postural adjustments through the application of an external proprioceptive input.

It is selectively used in neurological rehabilitation because of the effect of local vibration training on spinal excitability. When the literature is examined, it has been determined that the studies on the effects of local vibration applied to the neck region on posture, balance, proprioception and other sensory profiles are insufficient, especially in individuals with Parkinson's disease.

In this project, it is aimed to guide professionals working with Parkinson's disease in the management of this disease by determining the effects of cervical stabilization and local vibration application to the cervical region on motor symptoms and sensory profile in individuals with Parkinson's disease.",NOT_YET_RECRUITING,NO,Parkinson Disease,DEVICE: Chattanooga Stabilizer pressure biofeedback|DEVICE: VibraSens - Focal Vibration Therapy (TechnoConcept - France)|OTHER: Telerehabilitation,Hacettepe University,,,30.0,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,stabilization and vibration,30/12/2023,01/05/2023,15/08/2023,,https://clinicaltrials.gov/study/NCT05837715,,,,,,n,0.254939517,,,,,,,,,0,"Effects of Cervical Stabilization Exercises and Vibration Application in Individuals With Parkinson's Disease Parkinson's disease (PD) is the second most common neurodegenerative disease that causes a progressive decrease in motor functions, which is caused by the influence of dopaminergic pathways in the substantia nigra (SN). Motor and non-motor symptoms seen in PD seriously affect patients negatively. Proprioception, which is one of the deep senses, is known to help maintain body verticalization in the sense of posture and movement and has a primary importance in the regulation of motor activities. Depending on the progression of the disease, flexion of the body is triggered as a result of the deterioration of proprioception over time. It is suggested that the losses in proprioception may result from the inability to properly regulate motor control and body reflexes. Therefore, the assessment of proprioception plays an important role in assessing changes in postural instability, gait and fall risk. It is said that while peripheral muscle feedback is preserved in Parkinson's patients, there is deterioration in integration in the central. Changes in the supraspinal processing of proprioceptive input in PD have been demonstrated by analyzing the effect of mechanical vibration applied to the tendon of a stretched muscle during voluntary movements. Vibrator stimulation activates muscle spindle afferents, particularly primary endings. It is also stated that muscle feedback is not only related to the movement performed, but also to the response induced by vibration. In line with this information, vibration applications have been added to the treatment of PD in recent years with the aim of stimulating postural adjustments through the application of an external proprioceptive input. It is selectively used in neurological rehabilitation because of the effect of local vibration training on spinal excitability. When the literature is examined, it has been determined that"
884,886,KL,NCT05166317,Comparative Efficacy of Various Non-invasive Methods in Assessing Response to Beta-blockers as Secondary Prophylaxis for Acute Variceal Bleed.,"Portal hypertension (PH) is a common complication of chronic liver disease and a major cause of morbidity and mortality in cirrhotic patients. One of the most serious complications of liver cirrhosis is esophageal varices (EV) bleeding. The hepatic venous pressure gradient (HVPG) is the gold standard for detecting portal hypertension and its complications. Furthermore, HVPG is the most reliable method for assessing the efficacy of treatment with nonselective -blockers (NSBB), which is the preferred therapy in patients with EV who are at high risk of bleeding (HRV) and as a secondary prophylaxis in the prevention of rebleed. However, the HVPG is an invasive method that is not widely used and necessitates specialized skills. For these reasons, clinical research over the last decade has been focused on identifying non-invasive tests (NITs) capable of evaluating the PH degree and its changes. The most investigated non-invasive tests are liver and splenic stiffness measurement. In advanced cirrhosis, the increase in portal pressure is less dependent on intrahepatic resistance to portal flow due to fibrosis progression and more dependent on extra-hepatic factors such as hyperdynamic circulation and splanchnic vasodilation hence correlation between LSM and PH decreases for HVPG values higher than 12 mmHg.",UNKNOWN,NO,Acute Variceal Bleed,OTHER: This is an observational study,"Institute of Liver and Biliary Sciences, India",,,200.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,ILBS-Bleed-01,10/10/2022,21/12/2021,14/01/2022,"Institute of Liver and Biliary Sciences, New Delhi, Delhi, 110070, India",https://clinicaltrials.gov/study/NCT05166317,,,,,,n,0.057495944,,,,,,,,,0,"Comparative Efficacy of Various Non-invasive Methods in Assessing Response to Beta-blockers as Secondary Prophylaxis for Acute Variceal Bleed. Portal hypertension (PH) is a common complication of chronic liver disease and a major cause of morbidity and mortality in cirrhotic patients. One of the most serious complications of liver cirrhosis is esophageal varices (EV) bleeding. The hepatic venous pressure gradient (HVPG) is the gold standard for detecting portal hypertension and its complications. Furthermore, HVPG is the most reliable method for assessing the efficacy of treatment with nonselective -blockers (NSBB), which is the preferred therapy in patients with EV who are at high risk of bleeding (HRV) and as a secondary prophylaxis in the prevention of rebleed. However, the HVPG is an invasive method that is not widely used and necessitates specialized skills. For these reasons, clinical research over the last decade has been focused on identifying non-invasive tests (NITs) capable of evaluating the PH degree and its changes. The most investigated non-invasive tests are liver and splenic stiffness measurement. In advanced cirrhosis, the increase in portal pressure is less dependent on intrahepatic resistance to portal flow due to fibrosis progression and more dependent on extra-hepatic factors such as hyperdynamic circulation and splanchnic vasodilation hence correlation between LSM and PH decreases for HVPG values higher than 12 mmHg."
885,887,KL,NCT04773210,Association Between Type of Ligating Brackets and Oral Health-related Quality of Life in Orthodontic Patients,"To evaluate the association of the level of quality of life related to oral health, between treatment with the minitube system and conventional ligation brackets, in adult patients with moderate malocclusion, during the first six months, of orthodontic treatment.",UNKNOWN,NO,Oral Health-related Quality of Life|Orthodontic Treatment,DEVICE: Mini tube system|DEVICE: Conventional ligating brackets,FundaciÃ³n Universitaria CIEO,,,200.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,UniCIEO OHIP-S14 ORTHO,19/11/2022,26/02/2021,11/08/2022,"FundaciÃ³n Universitaria CIEO Uni-CIEO, BogotÃ¡, 1, Colombia",https://clinicaltrials.gov/study/NCT04773210,,,,,,n,0.269785973,,,,,,,,,0,"Association Between Type of Ligating Brackets and Oral Health-related Quality of Life in Orthodontic Patients To evaluate the association of the level of quality of life related to oral health, between treatment with the minitube system and conventional ligation brackets, in adult patients with moderate malocclusion, during the first six months, of orthodontic treatment."
886,888,KL,NCT06094504,Spectral Lighting and Intestinal Failure,"The goal of this exploratory n-of-1-study is to compare markers of metabolism in infants with intestinal failure between two lighting environments. Investigators are seeking to learn whether supplementing the lighting environment of infants with intestinal failure with blue and violet wavelengths of light will allow more efficient utilization of the nutrition provided to participants by influencing hormones involved in regulation of growth and development as compared to a conventional lighting environment.

Pre-clinical studies suggest that violet and blue wavelengths of light are involved in molecular pathways that help regulate metabolic activity.",ENROLLING_BY_INVITATION,NO,Intestinal Failure,OTHER: Spectral Lighting,"Children's Hospital Medical Center, Cincinnati",,,32.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-0566,15/09/2026,23/10/2023,01/04/2024,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, 45229, United States",https://clinicaltrials.gov/study/NCT06094504,,,,,,n,0.655116553,,,,,,,,,0,Spectral Lighting and Intestinal Failure The goal of this exploratory n-of-1-study is to compare markers of metabolism in infants with intestinal failure between two lighting environments. Investigators are seeking to learn whether supplementing the lighting environment of infants with intestinal failure with blue and violet wavelengths of light will allow more efficient utilization of the nutrition provided to participants by influencing hormones involved in regulation of growth and development as compared to a conventional lighting environment. Pre-clinical studies suggest that violet and blue wavelengths of light are involved in molecular pathways that help regulate metabolic activity.
887,889,KL,NCT06321445,The Success of ChatGPT in Providing American Society of Anesthesiologist (ASA) Scores,Patients applied to the anesthesia clinics of Health Science University Istanbul Kanuni Sultan Suleyman Training and Research Hospital and Basaksehir Cam and Sakura City Hospital were included in the study. Evaluation forms which will be filled in every preoperative examinations will be saved in the hospitals systems. Patients datas without indentification informations will be asked to ChatGpt to give anesthesiological risc scores. This scores will be compared with the scores already given by anesthesiologists.,COMPLETED,NO,Artificial Intelligence|Preoperative Evaluation,OTHER: providing ASA score,Kanuni Sultan Suleyman Training and Research Hospital,,,2851.0,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,ChatGptASAscore,01/04/2024,20/03/2024,06/05/2024,"Health Science University Ä°stanbul Kanuni Sultan SÃ¼leyman Education and Training Hospital, Istanbul, 34303, Turkey",https://clinicaltrials.gov/study/NCT06321445,,,no,,,n,0.904236043,,,,,,,,Predictive AI,0,The Success of ChatGPT in Providing American Society of Anesthesiologist (ASA) Scores Patients applied to the anesthesia clinics of Health Science University Istanbul Kanuni Sultan Suleyman Training and Research Hospital and Basaksehir Cam and Sakura City Hospital were included in the study. Evaluation forms which will be filled in every preoperative examinations will be saved in the hospitals systems. Patients datas without indentification informations will be asked to ChatGpt to give anesthesiological risc scores. This scores will be compared with the scores already given by anesthesiologists.
888,890,KL,NCT04831957,Hypothyroidism After the TAVI Procedure in Elderly Patients,"Aortic stenosis is highly prevalent in advancing age. The prognosis of this disease has dramatically changed with the surgical replacement of the aortic valve and the trans catheter aortic valve re-placement (TAVI). The TAVI procedure is also successful in octogenarians and frail patients. However, the evaluation before the TAVI procedure requires a high dosage of iodinated contrast agent with, consequently, an increased risk for thyroid dysfunction. The primary endpoint of this study is to assess, prospectively, the incidence and the predictive factors (underlying thyroid disease, medication, food preservative, topical antiseptics) of hypothyroidism after a TAVI procedure. The secondary endpoint is the influence of the occurrence of hypothyroidism after the TAVI procedure on the geriatric assessment.",RECRUITING,NO,Hypothyroidism|TAVI,DIAGNOSTIC_TEST: Assesment of thyroÃ¯d function,Universitair Ziekenhuis Brussel,,,20.0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,UZCompte3,31/12/2023,05/04/2021,11/05/2023,"UZ brussel, Brussel, 1090, Belgium",https://clinicaltrials.gov/study/NCT04831957,,,,,,n,0.42021341,,,,,,,,,0,"Hypothyroidism After the TAVI Procedure in Elderly Patients Aortic stenosis is highly prevalent in advancing age. The prognosis of this disease has dramatically changed with the surgical replacement of the aortic valve and the trans catheter aortic valve re-placement (TAVI). The TAVI procedure is also successful in octogenarians and frail patients. However, the evaluation before the TAVI procedure requires a high dosage of iodinated contrast agent with, consequently, an increased risk for thyroid dysfunction. The primary endpoint of this study is to assess, prospectively, the incidence and the predictive factors (underlying thyroid disease, medication, food preservative, topical antiseptics) of hypothyroidism after a TAVI procedure. The secondary endpoint is the influence of the occurrence of hypothyroidism after the TAVI procedure on the geriatric assessment."
889,891,KL,NCT05014503,"A Computerized, Adaptive Therapeutic Gaming Approach Training Visual Perceptual Skills in Children With CVI","This clinical trial aims to compare the effectiveness of our adaptive, therapeutic game to the effectiveness of the same game, without the adaptive component. In the adaptive game, the game entry level is adapted to the visual perceptual capacities of the child, as defined by the visual perceptual profile. In addition, the difficulty level of the adaptive game will adapt itself to the gaming results and behaviour of the child. The non-adaptive version of the game consists of the same set of mini-games, but the entry-level is the same for all children (basic or 0 entry-level) and gradually increased, independent of the gaming results, success and behaviour of the child. The researchers will use a double-blind, randomized controlled trial design, including children with a developmental age between 3 and 12 years old, a diagnosis of CVI, acuity \>0.2, with sufficient manual coordination to control a mouse, keypad or touch screen. All children will use the gamified therapy program for three months, with a minimum of three times per week, 15- 20 minutes. A blinded evaluator will evaluate the effectiveness on the main components of the visual perceptual profile of the child (primary outcome), on eye tracking parameters, functional vision and quality of life, at the end and at three months follow-up. Enjoyment and user experience will be monitored closely during the intervention period. As usual and regular therapy of the children will not be influenced during the intervention period, we will ask the parents and/or caretaker to register all other relevant gaming and therapy activities performed during that period. It is hypothesized that children will benefit more from an individualized, adaptive training approach compared to the generic, non-adaptive version of the program.",ACTIVE_NOT_RECRUITING,NO,Cerebral Visual Impairment,OTHER: Adaptive Therapeutic gaming|OTHER: Non-adaptive Therapeutic gaming,Universitaire Ziekenhuizen KU Leuven,"Vrije Universiteit Brussel|Fund for Scientific Research, Flanders, Belgium",,90.0,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",s65773,31/05/2024,20/08/2021,26/06/2024,"UZ Leuven, Leuven, Vlaams-brabant, 3000, Belgium",https://clinicaltrials.gov/study/NCT05014503,,no,,,,n,0.914608918,,,,,,,,,0,"A Computerized, Adaptive Therapeutic Gaming Approach Training Visual Perceptual Skills in Children With CVI This clinical trial aims to compare the effectiveness of our adaptive, therapeutic game to the effectiveness of the same game, without the adaptive component. In the adaptive game, the game entry level is adapted to the visual perceptual capacities of the child, as defined by the visual perceptual profile. In addition, the difficulty level of the adaptive game will adapt itself to the gaming results and behaviour of the child. The non-adaptive version of the game consists of the same set of mini-games, but the entry-level is the same for all children (basic or 0 entry-level) and gradually increased, independent of the gaming results, success and behaviour of the child. The researchers will use a double-blind, randomized controlled trial design, including children with a developmental age between 3 and 12 years old, a diagnosis of CVI, acuity \>0.2, with sufficient manual coordination to control a mouse, keypad or touch screen. All children will use the gamified therapy program for three months, with a minimum of three times per week, 15- 20 minutes. A blinded evaluator will evaluate the effectiveness on the main components of the visual perceptual profile of the child (primary outcome), on eye tracking parameters, functional vision and quality of life, at the end and at three months follow-up. Enjoyment and user experience will be monitored closely during the intervention period. As usual and regular therapy of the children will not be influenced during the intervention period, we will ask the parents and/or caretaker to register all other relevant gaming and therapy activities performed during that period. It is hypothesized that children will benefit more from an individualized, adaptive training approach compared to the generic, non-adaptive version of the program."
